"LSOA code (2011)","LSOA name (2011)","Local Authority District code (2013)","Local Authority District name (2013)","Index of Multiple Deprivation (IMD) Score","Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived)","Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)","Income Score (rate)","Income Rank (where 1 is most deprived)","Income Decile (where 1 is most deprived 10% of LSOAs)","Employment Score (rate)","Employment Rank (where 1 is most deprived)","Employment Decile (where 1 is most deprived 10% of LSOAs)","Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)","Health Deprivation and Disability Score","Health Deprivation and Disability Rank (where 1 is most deprived)","Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs)","Crime Score","Crime Rank (where 1 is most deprived)","Crime Decile (where 1 is most deprived 10% of LSOAs)","Barriers to Housing and Services Score","Barriers to Housing and Services Rank (where 1 is most deprived)","Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs)","Living Environment Score","Living Environment Rank (where 1 is most deprived)","Living Environment Decile (where 1 is most deprived 10% of LSOAs)","Income Deprivation Affecting Children Index (IDACI) Score (rate)","Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived)","Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs)","Income Deprivation Affecting Older People (IDAOPI) Score (rate)","Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived)","Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs)","Children and Young People Sub-domain Score","Children and Young People Sub-domain Rank (where 1 is most deprived)","Children and Young People Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Adult Skills Sub-domain Score","Adult Skills Sub-domain Rank (where 1 is most deprived)","Adult Skills Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Geographical Barriers Sub-domain Score","Geographical Barriers Sub-domain Rank (where 1 is most deprived)","Geographical Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Wider Barriers Sub-domain Score","Wider Barriers Sub-domain Rank (where 1 is most deprived)","Wider Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Indoors Sub-domain Score","Indoors Sub-domain Rank (where 1 is most deprived)","Indoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Outdoors Sub-domain Score","Outdoors Sub-domain Rank (where 1 is most deprived)","Outdoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Total population: mid 2012 (excluding prisoners)","Dependent Children aged 0-15: mid 2012 (excluding prisoners)","Population aged 16-59: mid 2012 (excluding prisoners)","Older population aged 60 and over: mid 2012 (excluding prisoners)","Working age population 18-59/64: for use with Employment Deprivation Domain (excluding prisoners)"
"E01007989","Sheffield 016C","E08000019","Sheffield",13.618,20027,7,0.085,20752,7,0.106,14852,5,10.069,21791,7,-0.024,16458,6,0.087,15212,5,9.807,28990,9,23.137,12536,4,0.077,24348,8,0.104,22151,7,-0.06,17222,6,0.215,25704,8,-0.594,25464,8,-0.431,17796,6,0.342,11489,4,0.247,12255,4,1403,235,886,282,909.25
"E01007991","Sheffield 016D","E08000019","Sheffield",28.321,9004,3,0.226,6717,3,0.185,6034,2,32.064,7812,3,0.597,8287,3,-0.132,18567,6,19.813,17063,6,11.138,22313,7,0.34,4984,2,0.228,9807,3,0.793,5561,2,0.348,10944,4,-0.613,25719,8,1.888,7131,3,-0.451,22904,7,0.041,15400,5,1455,306,789,360,779
"E01007995","Sheffield 017A","E08000019","Sheffield",22.888,12130,4,0.138,13616,5,0.089,17928,6,19.885,13856,5,0.447,10025,4,0.629,7277,3,9.309,29456,9,52.601,1815,1,0.169,14582,5,0.228,9841,3,0.593,7662,3,0.231,23851,8,-1.537,32211,10,0.155,14668,5,1.263,2383,1,0.932,4451,2,1507,251,1062,194,1056.5
"E01008089","Sheffield 017B","E08000019","Sheffield",42.142,3875,2,0.274,4365,2,0.186,5946,2,58.069,1929,1,1.033,4150,2,0.904,4245,2,33.088,4927,2,13.817,19619,6,0.367,3975,2,0.299,5911,2,1.584,778,1,0.422,5451,2,0.299,10793,4,2.548,5124,2,-0.316,21044,7,0.212,12748,4,1694,422,989,283,965.75
"E01008091","Sheffield 017C","E08000019","Sheffield",20.77,13646,5,0.101,18223,6,0.097,16411,5,24.972,10880,4,0.291,12010,4,0.643,7092,3,14.215,24025,8,40.125,4687,2,0.173,14341,5,0.151,16285,5,0.702,6458,2,0.283,17898,6,-0.291,20860,7,0.153,14679,5,0.845,5472,2,0.842,5213,2,1430,229,1024,177,1020.5
"E01008093","Sheffield 017D","E08000019","Sheffield",26.828,9813,3,0.154,12021,4,0.133,10929,4,30.158,8517,3,0.622,7988,3,0.667,6792,3,11.586,27046,9,41.251,4341,2,0.181,13650,5,0.248,8484,3,0.913,4444,2,0.299,16070,5,-0.778,27684,9,0.294,13951,5,0.634,7743,3,1.334,2111,1,1453,201,958,294,980.75
"E01007903","Sheffield 018A","E08000019","Sheffield",30.196,8153,3,0.251,5421,2,0.181,6290,2,34.181,7107,3,0.624,7965,3,-0.73,26744,9,23.276,12875,4,19.47,15025,5,0.296,6865,3,0.268,7432,3,0.093,14759,5,0.467,3302,2,-0.46,23558,8,2.345,5669,2,-0.111,18140,6,0.566,8000,3,1598,382,914,302,888
"E01007904","Sheffield 018B","E08000019","Sheffield",64.762,553,1,0.385,1050,1,0.307,916,1,84.891,161,1,1.667,1098,1,0.785,5417,2,37.022,3122,1,17.609,16397,5,0.385,3345,2,0.425,1911,1,1.654,627,1,0.599,223,1,0.066,14688,5,3.776,2499,1,-0.427,22571,7,0.694,6575,3,1667,449,837,381,829.25
"E01007913","Sheffield 018C","E08000019","Sheffield",50.399,2158,1,0.36,1538,1,0.221,3830,2,76.64,434,1,0.93,4955,2,-0.302,21097,7,32.712,5143,2,35.27,6429,2,0.362,4133,2,0.466,1215,1,1.592,755,1,0.551,763,1,-0.575,25202,8,4.061,2083,1,0.886,5087,2,0.283,11734,4,1549,521,846,182,834.75
"E01007914","Sheffield 018D","E08000019","Sheffield",45.73,3025,1,0.319,2661,1,0.189,5721,2,86.224,131,1,0.508,9320,3,-0.186,19381,6,28.743,7744,3,40.745,4487,2,0.35,4564,2,0.442,1591,1,1.91,213,1,0.565,526,1,-1.019,29839,10,3.736,2575,1,0.956,4499,2,0.652,7032,3,1595,502,919,174,880.25
"E01007870","Sheffield 019A","E08000019","Sheffield",49.12,2389,1,0.321,2611,1,0.263,2029,1,41.408,4974,2,1.202,3051,1,0.924,4071,2,25.654,10346,4,39.338,4919,2,0.345,4760,2,0.399,2457,1,0.915,4418,2,0.416,5807,2,-1.009,29768,10,3.19,3510,2,0.749,6482,2,0.975,4129,2,1906,397,1160,349,1139.75
"E01007871","Sheffield 019B","E08000019","Sheffield",38.569,4932,2,0.246,5689,2,0.22,3891,2,47.366,3664,2,1.029,4176,2,0.212,13274,5,31.292,5980,2,14.715,18790,6,0.234,10180,4,0.322,4924,2,0.963,4021,2,0.459,3617,2,0.06,14786,5,2.829,4359,2,-0.46,23020,8,0.455,9399,3,1823,364,1054,405,1043.5
"E01007943","Sheffield 019C","E08000019","Sheffield",62.005,756,1,0.391,927,1,0.312,827,1,70.227,742,1,1.641,1183,1,0.914,4159,2,26.495,9601,3,22.021,13285,5,0.424,2175,1,0.411,2217,1,1.326,1711,1,0.553,723,1,-0.793,27840,9,3.2,3482,2,0.154,14251,5,0.466,9241,3,1736,438,930,368,920.75
"E01008094","Sheffield 019D","E08000019","Sheffield",44.58,3282,1,0.289,3769,2,0.233,3226,1,60.482,1637,1,0.782,6282,2,0.796,5283,2,25.462,10544,4,29.31,9006,3,0.395,2985,1,0.288,6424,2,1.279,1936,1,0.503,2004,1,-0.356,21948,7,2.593,4976,2,0.555,8683,3,0.464,9270,3,1134,222,614,298,618.5
"E01007869","Sheffield 020A","E08000019","Sheffield",46.41,2898,1,0.319,2658,1,0.256,2267,1,43.395,4496,2,0.831,5814,2,0.958,3746,2,27.664,8625,3,29.797,8762,3,0.344,4802,2,0.334,4445,2,0.932,4296,2,0.431,4953,2,-0.8,27920,9,3.407,3094,1,0.461,9870,4,0.684,6696,3,1723,523,1004,196,985
"E01007872","Sheffield 020B","E08000019","Sheffield",34.105,6491,2,0.216,7313,3,0.161,8006,3,37.532,6042,2,0.931,4945,2,0.598,7711,3,26.201,9863,4,33.774,7054,3,0.21,11750,4,0.273,7169,3,0.911,4461,2,0.38,8230,3,-0.189,19127,6,2.459,5371,2,0.736,6624,3,0.516,8614,3,1735,450,959,326,960
"E01007873","Sheffield 020C","E08000019","Sheffield",53.493,1664,1,0.362,1498,1,0.27,1823,1,49.615,3237,1,1.307,2480,1,0.541,8448,3,40.168,2084,1,23.468,12332,4,0.392,3073,1,0.377,3029,1,0.913,4446,2,0.484,2608,1,0.314,10566,4,3.697,2633,1,0.019,16254,5,0.782,5770,2,1831,476,1044,311,1041.25
"E01007942","Sheffield 020D","E08000019","Sheffield",44.35,3337,2,0.264,4815,2,0.205,4742,2,45.187,4118,2,0.903,5174,2,1.531,682,1,27.984,8370,3,34.908,6593,3,0.223,10883,4,0.456,1378,1,0.365,10622,4,0.517,1540,1,-0.786,27774,9,3.458,3015,1,0.201,13544,5,1.491,1558,1,1856,584,1099,173,1082
"E01007949","Sheffield 020E","E08000019","Sheffield",46.892,2802,1,0.343,1938,1,0.216,4095,2,57.336,2019,1,0.599,8266,3,0.811,5135,2,26.632,9474,3,41.624,4236,2,0.395,2979,1,0.231,9628,3,1.586,770,1,0.414,5880,2,-0.564,25056,8,3.035,3858,2,0.864,5293,2,0.925,4506,2,1642,528,901,213,874.75
"E01007990","Sheffield 021A","E08000019","Sheffield",20.94,13513,5,0.142,13199,5,0.142,9827,3,25.436,10640,4,0.358,11131,4,0.19,13622,5,15.843,21992,7,11.407,22018,7,0.121,18835,6,0.197,12122,4,0.646,7072,3,0.302,15732,5,-0.401,22670,7,0.763,11657,4,-0.316,21052,7,-0.095,17603,6,1459,229,776,454,797.25
"E01007992","Sheffield 021B","E08000019","Sheffield",13.407,20256,7,0.072,23167,8,0.085,18863,6,9.431,22424,7,0.176,13556,5,0.289,12079,4,9.534,29262,9,28.608,9377,3,0.043,29528,9,0.177,13794,5,-0.28,20678,7,0.242,22671,7,-0.944,29258,9,-0.077,15849,5,0.726,6721,3,-0.045,16834,6,1641,311,1034,296,1042.25
"E01007993","Sheffield 021C","E08000019","Sheffield",28.529,8904,3,0.181,9705,3,0.156,8411,3,44.264,4312,2,0.473,9708,3,0.562,8176,3,19.464,17491,6,18.7,15610,5,0.195,12733,4,0.261,7774,3,1.191,2427,1,0.385,7827,3,-0.433,23170,8,1.587,8206,3,0.161,14133,5,0.085,14725,5,1694,346,950,398,940.75
"E01007994","Sheffield 021D","E08000019","Sheffield",9.617,24688,8,0.054,27033,9,0.049,28178,9,6.067,26129,8,-0.158,18461,6,0.35,11123,4,7.579,30766,10,31.919,7821,3,0.073,24992,8,0.095,23414,8,-0.474,23528,8,0.203,26838,9,-1.084,30300,10,-0.509,18210,6,0.746,6511,2,0.301,11467,4,1442,291,917,234,920.5
"E01007996","Sheffield 021E","E08000019","Sheffield",18.339,15591,5,0.109,17115,6,0.094,16916,6,25.308,10700,4,0.259,12436,4,0.336,11349,4,20.187,16565,6,19.522,14990,5,0.108,20378,7,0.166,14834,5,0.754,5931,2,0.275,18845,6,-0.321,21355,7,1.552,8355,3,0.041,15952,5,0.383,10329,4,1583,277,905,401,907.75
"E01007874","Sheffield 022A","E08000019","Sheffield",56.149,1328,1,0.414,615,1,0.288,1314,1,51.58,2888,1,1.487,1696,1,0.359,10989,4,32.614,5196,2,14.835,18687,6,0.408,2615,1,0.591,277,1,0.967,3984,2,0.49,2399,1,-0.767,27561,9,4.212,1891,1,-0.927,28121,9,0.745,6098,2,1953,654,1013,286,989.75
"E01007875","Sheffield 022B","E08000019","Sheffield",67.497,397,1,0.481,163,1,0.323,661,1,50.723,3024,1,1.508,1606,1,1.375,1151,1,37.045,3112,1,22.43,12998,4,0.489,954,1,0.622,198,1,1.159,2596,1,0.45,4016,2,-0.827,28213,9,4.838,1113,1,-0.438,22725,7,1.111,3256,1,1764,576,1016,172,981.25
"E01007877","Sheffield 022D","E08000019","Sheffield",52.935,1740,1,0.333,2225,1,0.24,2864,1,57.242,2036,1,1.413,1971,1,0.598,7710,3,35.31,3895,2,42.097,4111,2,0.301,6630,3,0.387,2772,1,1.402,1393,1,0.456,3757,2,-0.139,18196,6,3.89,2329,1,0.531,8982,3,1.584,1286,1,1405,469,726,210,705.5
"E01007940","Sheffield 022E","E08000019","Sheffield",59.215,990,1,0.385,1046,1,0.303,994,1,67.901,926,1,1.035,4134,2,0.741,5916,2,34.041,4440,2,32.242,7685,3,0.383,3419,2,0.423,1950,1,1.63,681,1,0.493,2290,1,-0.257,20256,7,3.878,2344,1,0.394,10751,4,1.004,3966,2,1786,577,987,222,958.75
"E01007944","Sheffield 022F","E08000019","Sheffield",59.672,950,1,0.35,1749,1,0.279,1544,1,81.858,227,1,0.69,7240,3,0.606,7589,3,34.606,4184,2,59.964,875,1,0.304,6460,2,0.543,482,1,2.031,127,1,0.531,1183,1,-0.984,29590,10,4.597,1390,1,1.361,1885,1,1.283,2329,1,2133,813,1172,148,1154
"E01033269","Sheffield 022G","E08000019","Sheffield",66.566,447,1,0.452,298,1,0.323,656,1,68.809,851,1,1.426,1927,1,0.208,13357,5,44.278,1136,1,25.887,10875,4,0.427,2099,1,0.667,106,1,1.208,2308,1,0.561,590,1,-0.97,29486,9,5.617,358,1,-0.325,21172,7,1.298,2268,1,1899,652,1093,154,1068.25
"E01033270","Sheffield 022H","E08000019","Sheffield",37.959,5152,2,0.226,6744,3,0.146,9489,3,15.697,16906,6,0.751,6583,3,0.888,4390,2,43.81,1208,1,56.241,1304,1,0.358,4277,2,0.548,452,1,0.103,14576,5,0.279,18415,6,-0.182,19004,6,5.105,833,1,1.302,2192,1,1.141,3065,1,1577,234,1273,70,1292.5
"E01008129","Sheffield 023A","E08000019","Sheffield",17.067,16700,6,0.095,19145,6,0.077,20758,7,7.31,24718,8,-0.27,20149,7,0.734,6000,2,36.719,3262,1,17.031,16828,6,0.15,16191,5,0.1,22667,7,-0.374,22080,7,0.215,25621,8,1.272,2166,1,-0.294,17082,6,0.25,12847,4,-0.404,22238,7,1396,237,757,402,770
"E01008130","Sheffield 023B","E08000019","Sheffield",10.012,24207,8,0.088,20264,7,0.084,19052,6,8.947,22944,7,-0.322,20875,7,-0.372,22148,7,17.072,20432,7,7.669,26222,8,0.053,28012,9,0.136,17897,6,-0.452,23239,8,0.256,21057,7,0.191,12575,4,-0.618,18864,6,-0.861,27557,9,-0.048,16869,6,1471,231,727,513,752
"E01008131","Sheffield 023C","E08000019","Sheffield",9.638,24655,8,0.067,24237,8,0.081,19577,6,12.369,19686,6,-0.141,18218,6,-0.342,21686,7,16.42,21249,7,5.777,28429,9,0.057,27427,9,0.098,23036,8,-0.169,18980,6,0.273,19028,6,0.155,13166,5,-0.66,19102,6,-1.292,30628,10,-0.093,17549,6,1565,250,883,432,884.25
"E01008132","Sheffield 023D","E08000019","Sheffield",2.599,32352,10,0.032,31350,10,0.048,28344,9,3.515,29163,9,-0.898,27674,9,-0.749,26949,9,5.653,31860,10,4.949,29332,9,0.028,31532,10,0.051,30516,10,-1.271,31049,10,0.217,25481,8,-0.434,23193,8,-2.547,28239,9,-1.886,32376,10,-0.091,17522,6,1399,238,809,352,829.25
"E01008133","Sheffield 023E","E08000019","Sheffield",12.024,21774,7,0.104,17740,6,0.077,20707,7,10.205,21669,7,-0.093,17541,6,0.242,12822,4,13.432,24963,8,11.127,22319,7,0.06,26919,9,0.177,13800,5,-0.371,22028,7,0.266,19869,7,-0.616,25763,8,0.543,12717,4,-0.304,20877,7,-0.158,18581,6,1540,220,680,640,689.5
"E01008151","Sheffield 024A","E08000019","Sheffield",15.195,18438,6,0.084,20860,7,0.088,18195,6,13.532,18602,6,-0.073,17215,6,0.586,7849,3,14.002,24301,8,28.163,9595,3,0.077,24404,8,0.191,12626,4,0.382,10383,4,0.138,31141,10,-0.482,23895,8,0.48,13042,4,0.642,7646,3,0.138,13913,5,1567,184,1203,180,1221.5
"E01008153","Sheffield 024B","E08000019","Sheffield",17.581,16257,5,0.118,15938,5,0.098,16126,5,21.509,12763,4,0.401,10607,4,0.054,15728,5,10.2,28603,9,24.534,11691,4,0.114,19695,6,0.229,9746,3,0.82,5299,2,0.173,29348,9,-0.732,27192,9,-0.114,16081,5,0.517,9158,3,0.009,15907,5,1653,201,1150,302,1163.5
"E01008154","Sheffield 024C","E08000019","Sheffield",15.188,18451,6,0.125,15018,5,0.077,20720,7,21.009,13071,4,0.122,14333,5,0.28,12226,4,10.899,27817,9,14.234,19199,6,0.15,16235,5,0.231,9576,3,0.764,5836,2,0.19,28007,9,-0.475,23802,8,-0.33,17282,6,-0.037,17021,6,-0.151,18468,6,1657,231,1058,368,1064
"E01008155","Sheffield 024D","E08000019","Sheffield",23.031,12022,4,0.143,13161,5,0.1,15707,5,36.012,6503,2,0.398,10651,4,0.699,6412,2,11.049,27652,9,28.684,9341,3,0.251,9205,3,0.241,8946,3,1.438,1239,1,0.183,28541,9,-1.14,30638,10,0.446,13205,5,0.676,7266,3,0.11,14328,5,1568,212,1136,220,1132
"E01008156","Sheffield 024E","E08000019","Sheffield",6.562,28513,9,0.037,30607,10,0.049,27947,9,16.455,16286,5,-0.561,24037,8,-0.812,27640,9,15.62,22275,7,14.008,19429,6,0.04,29987,10,0.064,28744,9,0.515,8585,3,0.178,28937,9,0.377,9643,3,-2.425,27833,9,-0.064,17422,6,-0.131,18168,6,1474,187,914,373,938.25
"E01008160","Sheffield 024F","E08000019","Sheffield",15.139,18495,6,0.095,19033,6,0.087,18426,6,17.039,15826,5,0.065,15154,5,0.102,14975,5,16.081,21675,7,26,10806,4,0.091,22443,7,0.163,15109,5,0.454,9365,3,0.219,25261,8,-0.33,21547,7,0.689,12015,4,0.26,12711,4,0.679,6753,3,1354,209,804,341,830.75
"E01007997","Sheffield 025A","E08000019","Sheffield",11.732,22113,7,0.093,19335,6,0.093,17139,6,16.493,16257,5,-0.059,16995,6,-0.674,26081,8,14.181,24077,8,7.3,26667,9,0.132,17791,6,0.085,25215,8,0.024,15839,5,0.302,15790,5,-0.142,18253,6,-0.252,16839,6,-0.919,28050,9,-0.064,17100,6,1436,255,727,454,736.75
"E01007998","Sheffield 025B","E08000019","Sheffield",43.734,3482,2,0.268,4659,2,0.287,1328,1,43.704,4429,2,1.462,1785,1,0.039,15946,5,24.773,11303,4,9.589,23985,8,0.22,11071,4,0.291,6270,2,1.033,3459,2,0.413,5938,2,-0.41,22840,7,2.557,5090,2,-0.599,24720,8,-0.011,16247,5,1609,224,813,572,820.25
"E01008152","Sheffield 025C","E08000019","Sheffield",15.751,17861,6,0.109,17113,6,0.089,17985,6,15.625,16966,6,0.286,12086,4,0.367,10871,4,14.441,23753,8,16.303,17411,6,0.126,18414,6,0.154,16029,5,0.235,12516,4,0.251,21551,7,-0.104,17598,6,-0.292,17066,6,-0.3,20830,7,0.463,9292,3,1417,237,785,395,800.25
"E01008158","Sheffield 025D","E08000019","Sheffield",35.034,6132,2,0.221,7046,3,0.179,6437,2,33.022,7492,3,0.686,7294,3,1.244,1731,1,32.066,5514,2,9.11,24534,8,0.262,8610,3,0.224,10077,4,0.918,4394,2,0.332,12566,4,0.586,6943,3,1.434,8810,3,-0.401,22187,7,-0.355,21520,7,1559,283,816,460,834.75
"E01008065","Sheffield 026A","E08000019","Sheffield",62.046,753,1,0.376,1220,1,0.343,427,1,63.924,1250,1,1.844,696,1,0.23,13004,4,35.835,3625,2,16.25,17455,6,0.304,6451,2,0.529,578,1,1.521,947,1,0.482,2671,1,-0.795,27869,9,4.681,1305,1,-0.73,26211,8,0.778,5804,2,1923,375,1186,362,1190.5
"E01008068","Sheffield 026B","E08000019","Sheffield",30.654,7927,3,0.201,8304,3,0.125,11918,4,38.466,5779,2,0.613,8083,3,-0.897,28447,9,46.195,792,1,20.9,14024,5,0.419,2313,1,0.434,1730,1,1.274,1953,1,0.3,15960,5,-0.314,21256,7,5.467,490,1,0.03,16092,5,0.532,8408,3,2997,417,2396,184,2374
"E01008072","Sheffield 026C","E08000019","Sheffield",39.609,4618,2,0.267,4720,2,0.196,5266,2,46.372,3886,2,1.194,3087,1,0.672,6729,3,23.842,12236,4,24.38,11777,4,0.252,9154,3,0.344,4054,2,1.434,1259,1,0.345,11199,4,-0.695,26726,9,2.698,4699,2,-0.071,17544,6,0.949,4313,2,1605,346,938,321,951.75
"E01008157","Sheffield 026D","E08000019","Sheffield",50.203,2191,1,0.327,2431,1,0.277,1616,1,62.569,1392,1,1.252,2788,1,0.709,6314,2,27.239,8956,3,9.726,23844,8,0.302,6556,2,0.423,1968,1,1.741,454,1,0.43,5005,2,-0.205,19398,6,2.663,4798,2,-1.001,28727,9,0.281,11758,4,1542,212,819,511,858
"E01008161","Sheffield 026E","E08000019","Sheffield",24.177,11334,4,0.134,14084,5,0.106,14845,5,39.433,5480,2,0.432,10201,4,0.223,13109,4,10.491,28268,9,45.298,3259,1,0.188,13148,5,0.152,16186,5,1.474,1120,1,0.241,22739,7,-0.832,28252,9,0.079,15074,5,0.902,4936,2,1.143,3047,1,1679,273,1092,314,1096
"E01007883","Sheffield 027A","E08000019","Sheffield",65.11,527,1,0.447,337,1,0.304,982,1,65.47,1110,1,1.611,1267,1,0.637,7163,3,43.504,1273,1,12.379,21034,7,0.443,1760,1,0.652,132,1,0.694,6538,2,0.619,106,1,0.116,13850,5,4.654,1335,1,-1.009,28782,9,0.552,8161,3,1362,432,760,170,742
"E01007902","Sheffield 027B","E08000019","Sheffield",64.102,602,1,0.396,833,1,0.305,962,1,82.08,222,1,1.547,1476,1,1.013,3259,1,30.829,6251,2,18.158,15999,5,0.467,1311,1,0.428,1858,1,1.673,584,1,0.573,439,1,-0.481,23888,8,3.659,2690,1,-0.158,18811,6,0.493,8888,3,1713,391,899,423,909.5
"E01007905","Sheffield 027C","E08000019","Sheffield",59.191,993,1,0.428,480,1,0.26,2124,1,54.007,2499,1,1.654,1146,1,0.728,6075,2,37.079,3105,1,22.727,12813,4,0.406,2653,1,0.845,8,1,0.94,4217,2,0.511,1746,1,-0.241,20017,7,4.328,1725,1,-1.316,30732,10,1.497,1528,1,1837,597,1119,121,1088
"E01007906","Sheffield 027D","E08000019","Sheffield",48.887,2439,1,0.355,1664,1,0.217,4066,2,62.102,1441,1,0.954,4763,2,0.854,4714,2,29.195,7403,3,26.874,10306,4,0.371,3827,2,0.514,716,1,0.775,5725,2,0.578,383,1,-1.084,30299,10,3.828,2416,1,0.08,15361,5,0.996,4009,2,2201,736,1211,254,1205.5
"E01008064","Sheffield 028A","E08000019","Sheffield",7.184,27763,9,0.048,28390,9,0.04,30178,10,10.039,21825,7,-0.463,22773,7,-0.287,20857,7,19.339,17638,6,16.733,17044,6,0.081,23686,8,0.167,14709,5,0.152,13839,5,0.108,31985,10,-1.216,31059,10,2.189,6113,2,0.059,15673,5,0.028,15590,5,1692,148,1409,135,1393.5
"E01008066","Sheffield 028B","E08000019","Sheffield",10.405,23720,8,0.036,30719,10,0.023,32425,10,3.388,29323,9,-0.008,16252,5,0.314,11705,4,29.385,7256,3,24.983,11392,4,0.029,31460,10,0.238,9169,3,-0.617,25462,8,0.129,31421,10,-1.012,29785,10,3.828,2417,1,0.493,9444,3,0.126,14098,5,1562,57,1391,114,1394.25
"E01008069","Sheffield 028C","E08000019","Sheffield",7.869,26912,9,0.04,29964,10,0.027,32203,10,2.639,30221,10,-0.086,17425,6,-0.284,20807,7,22.588,13688,5,25.951,10836,4,0.069,25458,8,0.18,13545,5,-0.752,27020,9,0.122,31634,10,-1.355,31677,10,2.81,4408,2,0.54,8878,3,0.134,13980,5,1616,103,1366,147,1376.5
"E01008074","Sheffield 028D","E08000019","Sheffield",7.439,27442,9,0.057,26373,9,0.033,31420,10,3.647,29007,9,-0.221,19426,6,-0.35,21790,7,15.069,22959,7,27.52,9950,4,0.14,17128,6,0.111,21059,7,-0.513,24050,8,0.08,32508,10,-0.441,23287,8,0.656,12163,4,0.589,8272,3,0.195,13006,4,1470,148,1150,172,1165.5
"E01007951","Sheffield 029A","E08000019","Sheffield",6.945,28043,9,0.064,24846,8,0.053,27049,9,5.021,27327,9,-0.361,21407,7,-0.385,22323,7,7.946,30519,10,20.008,14651,5,0.074,24781,8,0.122,19577,6,-0.378,22143,7,0.134,31269,10,-1.049,30045,10,-0.428,17776,6,0.18,13836,5,0.203,12887,4,1573,245,951,377,948
"E01007960","Sheffield 029B","E08000019","Sheffield",6.141,29013,9,0.05,27960,9,0.038,30519,10,7.927,24034,8,-0.615,24681,8,-0.596,25136,8,12.739,25768,8,23.36,12392,4,0.055,27807,9,0.11,21261,7,-0.068,17356,6,0.146,30817,10,-0.508,24283,8,0.211,14369,5,0.41,10512,4,0.12,14190,5,1606,225,1088,293,1098.5
"E01007962","Sheffield 029C","E08000019","Sheffield",14.219,19414,6,0.096,18985,6,0.074,21465,7,2.946,29861,10,0.768,6414,2,-0.391,22422,7,19.199,17822,6,22.746,12795,4,0.108,20396,7,0.255,8096,3,-0.789,27406,9,0.156,30357,10,-1.191,30923,10,2.146,6222,2,0.262,12681,4,0.364,10601,4,1442,138,1057,247,1060.25
"E01008159","Sheffield 029D","E08000019","Sheffield",6.162,28981,9,0.056,26648,9,0.043,29625,10,6.816,25273,8,-0.491,23144,8,-0.876,28269,9,7.672,30705,10,25.224,11254,4,0.061,26841,9,0.136,17943,6,-0.15,18694,6,0.124,31579,10,-0.596,25505,8,-1.095,21479,7,0.525,9057,3,0.078,14820,5,1557,218,1038,301,1055.25
"E01007866","Sheffield 030A","E08000019","Sheffield",8.474,26148,8,0.036,30633,10,0.028,32006,10,0.324,32689,10,0.034,15629,5,-0.167,19095,6,26.933,9225,3,22.253,13118,4,0.028,31586,10,0.172,14228,5,-1.763,32477,10,0.094,32281,10,-0.674,26487,9,3.181,3525,2,0.407,10561,4,-0.015,16309,5,1727,170,1403,154,1401.25
"E01007867","Sheffield 030B","E08000019","Sheffield",12.008,21794,7,0.043,29487,9,0.03,31903,10,3.556,29117,9,0.048,15426,5,-0.013,16744,6,31.789,5684,2,36.99,5755,2,0.081,23749,8,0.248,8498,3,-0.596,25177,8,0.133,31309,10,-0.805,27976,9,4.107,2027,1,0.888,5059,2,0.456,9390,3,1987,87,1779,121,1765.5
"E01007868","Sheffield 030C","E08000019","Sheffield",10.859,23177,8,0.071,23277,8,0.045,29053,9,0.552,32508,10,0.421,10328,4,-0.097,18012,6,19.19,17831,6,26.617,10431,4,0.016,32481,10,0.184,13227,5,-1.444,31740,10,0.089,32375,10,-0.642,26100,8,1.794,7437,3,0.461,9858,4,0.379,10384,4,1082,136,650,296,658.75
"E01008067","Sheffield 030D","E08000019","Sheffield",21.778,12883,4,0.056,26458,9,0.042,29843,10,11.001,20937,7,1.12,3564,2,1.196,1996,1,33.499,4725,2,28.806,9273,3,0.132,17849,6,0.286,6518,2,0.055,15344,5,0.206,26539,9,-0.894,28843,9,4.408,1625,1,0.466,9799,3,0.584,7792,3,1638,51,1490,97,1495.75
"E01008073","Sheffield 030E","E08000019","Sheffield",23.951,11454,4,0.154,12077,4,0.128,11504,4,13.106,18990,6,0.764,6449,2,0.642,7111,3,23.13,13043,4,22.107,13230,5,0.165,14963,5,0.324,4849,2,0.192,13186,5,0.216,25586,8,-0.37,22193,7,2.185,6120,2,0.236,13036,4,0.34,10936,4,1737,161,1340,236,1348
