"LSOA11CD","LSOA11NM","WD17CD","WD17NM","WD17NMW","LAD17CD","LAD17NM","FID","LSOA name.x"
"E01007809","Rotherham 026B","E05001028","Rother Vale",NA,"E08000018","Rotherham",7611,"Rotherham 026B"
"E01007810","Rotherham 026C","E05001028","Rother Vale",NA,"E08000018","Rotherham",7612,"Rotherham 026C"
"E01007811","Rotherham 024A","E05001032","Sitwell",NA,"E08000018","Rotherham",7613,"Rotherham 024A"
"E01007812","Rotherham 024B","E05001032","Sitwell",NA,"E08000018","Rotherham",7614,"Rotherham 024B"
"E01007813","Rotherham 024C","E05001032","Sitwell",NA,"E08000018","Rotherham",7615,"Rotherham 024C"
"E01007814","Rotherham 024D","E05001032","Sitwell",NA,"E08000018","Rotherham",7616,"Rotherham 024D"
"E01007815","Rotherham 026D","E05001028","Rother Vale",NA,"E08000018","Rotherham",7617,"Rotherham 026D"
"E01007816","Rotherham 002A","E05001036","Wath",NA,"E08000018","Rotherham",7618,"Rotherham 002A"
"E01007817","Rotherham 002B","E05001036","Wath",NA,"E08000018","Rotherham",7619,"Rotherham 002B"
"E01007818","Rotherham 003F","E05001036","Wath",NA,"E08000018","Rotherham",7620,"Rotherham 003F"
"E01007819","Rotherham 002C","E05001036","Wath",NA,"E08000018","Rotherham",7621,"Rotherham 002C"
"E01007820","Rotherham 002D","E05001036","Wath",NA,"E08000018","Rotherham",7622,"Rotherham 002D"
"E01007821","Rotherham 002E","E05001036","Wath",NA,"E08000018","Rotherham",7623,"Rotherham 002E"
"E01007822","Rotherham 002F","E05001036","Wath",NA,"E08000018","Rotherham",7624,"Rotherham 002F"
"E01007823","Sheffield 069A","E05010857","Beauchief and Greenhill",NA,"E08000019","Sheffield",7625,"Sheffield 069A"
"E01007824","Sheffield 066A","E05010857","Beauchief and Greenhill",NA,"E08000019","Sheffield",7626,"Sheffield 066A"
"E01007825","Sheffield 066B","E05010857","Beauchief and Greenhill",NA,"E08000019","Sheffield",7627,"Sheffield 066B"
"E01007826","Sheffield 066C","E05010857","Beauchief and Greenhill",NA,"E08000019","Sheffield",7628,"Sheffield 066C"
"E01007827","Sheffield 064A","E05010871","Graves Park",NA,"E08000019","Sheffield",7629,"Sheffield 064A"
"E01007828","Sheffield 059A","E05010871","Graves Park",NA,"E08000019","Sheffield",7630,"Sheffield 059A"
"E01007829","Sheffield 059B","E05010871","Graves Park",NA,"E08000019","Sheffield",7631,"Sheffield 059B"
"E01007830","Sheffield 064B","E05010871","Graves Park",NA,"E08000019","Sheffield",7632,"Sheffield 064B"
"E01007831","Sheffield 059C","E05010871","Graves Park",NA,"E08000019","Sheffield",7633,"Sheffield 059C"
"E01007832","Sheffield 059D","E05010871","Graves Park",NA,"E08000019","Sheffield",7634,"Sheffield 059D"
"E01007833","Sheffield 064C","E05010871","Graves Park",NA,"E08000019","Sheffield",7635,"Sheffield 064C"
"E01007834","Sheffield 066D","E05010857","Beauchief and Greenhill",NA,"E08000019","Sheffield",7636,"Sheffield 066D"
"E01007835","Sheffield 062A","E05010859","Birley",NA,"E08000019","Sheffield",7637,"Sheffield 062A"
"E01007836","Sheffield 062B","E05010859","Birley",NA,"E08000019","Sheffield",7638,"Sheffield 062B"
"E01007838","Sheffield 076A","E05010859","Birley",NA,"E08000019","Sheffield",7639,"Sheffield 076A"
"E01007839","Sheffield 076B","E05010859","Birley",NA,"E08000019","Sheffield",7640,"Sheffield 076B"
"E01007841","Sheffield 076C","E05010859","Birley",NA,"E08000019","Sheffield",7641,"Sheffield 076C"
"E01007842","Sheffield 076D","E05010859","Birley",NA,"E08000019","Sheffield",7642,"Sheffield 076D"
"E01007843","Sheffield 062C","E05010859","Birley",NA,"E08000019","Sheffield",7643,"Sheffield 062C"
"E01007846","Sheffield 062D","E05010859","Birley",NA,"E08000019","Sheffield",7644,"Sheffield 062D"
"E01007847","Sheffield 014A","E05010878","Shiregreen and Brightside",NA,"E08000019","Sheffield",7645,"Sheffield 014A"
"E01007848","Sheffield 013A","E05010868","Firth Park",NA,"E08000019","Sheffield",7646,"Sheffield 013A"
"E01007849","Sheffield 010A","E05010868","Firth Park",NA,"E08000019","Sheffield",7647,"Sheffield 010A"
"E01007850","Sheffield 014B","E05010878","Shiregreen and Brightside",NA,"E08000019","Sheffield",7648,"Sheffield 014B"
"E01007851","Sheffield 013B","E05010868","Firth Park",NA,"E08000019","Sheffield",7649,"Sheffield 013B"
"E01007852","Sheffield 014C","E05010878","Shiregreen and Brightside",NA,"E08000019","Sheffield",7650,"Sheffield 014C"
"E01007853","Sheffield 014D","E05010878","Shiregreen and Brightside",NA,"E08000019","Sheffield",7651,"Sheffield 014D"
"E01007854","Sheffield 014E","E05010878","Shiregreen and Brightside",NA,"E08000019","Sheffield",7652,"Sheffield 014E"
"E01007855","Sheffield 014F","E05010878","Shiregreen and Brightside",NA,"E08000019","Sheffield",7653,"Sheffield 014F"
"E01007856","Sheffield 007A","E05010878","Shiregreen and Brightside",NA,"E08000019","Sheffield",7654,"Sheffield 007A"
"E01007857","Sheffield 010B","E05010878","Shiregreen and Brightside",NA,"E08000019","Sheffield",7655,"Sheffield 010B"
"E01007858","Sheffield 038A","E05010869","Fulwood",NA,"E08000019","Sheffield",7656,"Sheffield 038A"
"E01007859","Sheffield 036A","E05010860","Broomhill and Sharrow Vale",NA,"E08000019","Sheffield",7657,"Sheffield 036A"
"E01007860","Sheffield 036B","E05010860","Broomhill and Sharrow Vale",NA,"E08000019","Sheffield",7658,"Sheffield 036B"
"E01007861","Sheffield 038B","E05010869","Fulwood",NA,"E08000019","Sheffield",7659,"Sheffield 038B"
"E01007862","Sheffield 038C","E05010869","Fulwood",NA,"E08000019","Sheffield",7660,"Sheffield 038C"
"E01007863","Sheffield 036C","E05010860","Broomhill and Sharrow Vale",NA,"E08000019","Sheffield",7661,"Sheffield 036C"
"E01007864","Sheffield 036D","E05010860","Broomhill and Sharrow Vale",NA,"E08000019","Sheffield",7662,"Sheffield 036D"
"E01007865","Sheffield 038D","E05010869","Fulwood",NA,"E08000019","Sheffield",7663,"Sheffield 038D"
"E01007866","Sheffield 030A","E05010860","Broomhill and Sharrow Vale",NA,"E08000019","Sheffield",7664,"Sheffield 030A"
"E01007867","Sheffield 030B","E05010860","Broomhill and Sharrow Vale",NA,"E08000019","Sheffield",7665,"Sheffield 030B"
"E01007868","Sheffield 030C","E05010860","Broomhill and Sharrow Vale",NA,"E08000019","Sheffield",7666,"Sheffield 030C"
"E01007869","Sheffield 020A","E05010861","Burngreave",NA,"E08000019","Sheffield",7667,"Sheffield 020A"
"E01007870","Sheffield 019A","E05010861","Burngreave",NA,"E08000019","Sheffield",7668,"Sheffield 019A"
"E01007871","Sheffield 019B","E05010861","Burngreave",NA,"E08000019","Sheffield",7669,"Sheffield 019B"
"E01007872","Sheffield 020B","E05010861","Burngreave",NA,"E08000019","Sheffield",7670,"Sheffield 020B"
"E01007873","Sheffield 020C","E05010861","Burngreave",NA,"E08000019","Sheffield",7671,"Sheffield 020C"
"E01007874","Sheffield 022A","E05010861","Burngreave",NA,"E08000019","Sheffield",7672,"Sheffield 022A"
"E01007875","Sheffield 022B","E05010861","Burngreave",NA,"E08000019","Sheffield",7673,"Sheffield 022B"
"E01007877","Sheffield 022D","E05010861","Burngreave",NA,"E08000019","Sheffield",7674,"Sheffield 022D"
"E01007878","Sheffield 075A","E05010873","Manor Castle",NA,"E08000019","Sheffield",7675,"Sheffield 075A"
"E01007879","Sheffield 075B","E05010873","Manor Castle",NA,"E08000019","Sheffield",7676,"Sheffield 075B"
"E01007881","Sheffield 075C","E05010873","Manor Castle",NA,"E08000019","Sheffield",7677,"Sheffield 075C"
"E01007882","Sheffield 075D","E05010873","Manor Castle",NA,"E08000019","Sheffield",7678,"Sheffield 075D"
"E01007883","Sheffield 027A","E05010864","Darnall",NA,"E08000019","Sheffield",7679,"Sheffield 027A"
"E01007885","Sheffield 075E","E05010873","Manor Castle",NA,"E08000019","Sheffield",7680,"Sheffield 075E"
"E01007886","Sheffield 075F","E05010873","Manor Castle",NA,"E08000019","Sheffield",7681,"Sheffield 075F"
"E01007887","Sheffield 004A","E05010866","East Ecclesfield",NA,"E08000019","Sheffield",7682,"Sheffield 004A"
"E01007888","Sheffield 003A","E05010883","West Ecclesfield",NA,"E08000019","Sheffield",7683,"Sheffield 003A"
"E01007889","Sheffield 004B","E05010866","East Ecclesfield",NA,"E08000019","Sheffield",7684,"Sheffield 004B"
"E01007890","Sheffield 004C","E05010866","East Ecclesfield",NA,"E08000019","Sheffield",7685,"Sheffield 004C"
"E01007891","Sheffield 004D","E05010866","East Ecclesfield",NA,"E08000019","Sheffield",7686,"Sheffield 004D"
"E01007892","Sheffield 003B","E05010883","West Ecclesfield",NA,"E08000019","Sheffield",7687,"Sheffield 003B"
"E01007893","Sheffield 003C","E05010883","West Ecclesfield",NA,"E08000019","Sheffield",7688,"Sheffield 003C"
"E01007894","Sheffield 004E","E05010866","East Ecclesfield",NA,"E08000019","Sheffield",7689,"Sheffield 004E"
"E01007895","Sheffield 004F","E05010866","East Ecclesfield",NA,"E08000019","Sheffield",7690,"Sheffield 004F"
"E01007896","Sheffield 004G","E05010866","East Ecclesfield",NA,"E08000019","Sheffield",7691,"Sheffield 004G"
"E01007897","Sheffield 005A","E05010883","West Ecclesfield",NA,"E08000019","Sheffield",7692,"Sheffield 005A"
"E01007898","Sheffield 003D","E05010883","West Ecclesfield",NA,"E08000019","Sheffield",7693,"Sheffield 003D"
"E01007899","Sheffield 003E","E05010883","West Ecclesfield",NA,"E08000019","Sheffield",7694,"Sheffield 003E"
"E01007900","Sheffield 003F","E05010883","West Ecclesfield",NA,"E08000019","Sheffield",7695,"Sheffield 003F"
"E01007901","Sheffield 003G","E05010883","West Ecclesfield",NA,"E08000019","Sheffield",7696,"Sheffield 003G"
"E01007902","Sheffield 027B","E05010864","Darnall",NA,"E08000019","Sheffield",7697,"Sheffield 027B"
"E01007903","Sheffield 018A","E05010864","Darnall",NA,"E08000019","Sheffield",7698,"Sheffield 018A"
"E01007904","Sheffield 018B","E05010864","Darnall",NA,"E08000019","Sheffield",7699,"Sheffield 018B"
"E01007905","Sheffield 027C","E05010864","Darnall",NA,"E08000019","Sheffield",7700,"Sheffield 027C"
"E01007906","Sheffield 027D","E05010864","Darnall",NA,"E08000019","Sheffield",7751,"Sheffield 027D"
"E01007907","Sheffield 032A","E05010864","Darnall",NA,"E08000019","Sheffield",7752,"Sheffield 032A"
"E01007908","Sheffield 032B","E05010864","Darnall",NA,"E08000019","Sheffield",7753,"Sheffield 032B"
"E01007909","Sheffield 032C","E05010884","Woodhouse",NA,"E08000019","Sheffield",7754,"Sheffield 032C"
"E01007910","Sheffield 037A","E05010884","Woodhouse",NA,"E08000019","Sheffield",7755,"Sheffield 037A"
"E01007911","Sheffield 032D","E05010884","Woodhouse",NA,"E08000019","Sheffield",7756,"Sheffield 032D"
"E01007912","Sheffield 037B","E05010877","Richmond",NA,"E08000019","Sheffield",7757,"Sheffield 037B"
"E01007913","Sheffield 018C","E05010864","Darnall",NA,"E08000019","Sheffield",7758,"Sheffield 018C"
"E01007914","Sheffield 018D","E05010864","Darnall",NA,"E08000019","Sheffield",7759,"Sheffield 018D"
"E01007915","Sheffield 071A","E05010865","Dore and Totley",NA,"E08000019","Sheffield",7760,"Sheffield 071A"
"E01007916","Sheffield 069B","E05010857","Beauchief and Greenhill",NA,"E08000019","Sheffield",7761,"Sheffield 069B"
"E01007917","Sheffield 071B","E05010865","Dore and Totley",NA,"E08000019","Sheffield",7762,"Sheffield 071B"
"E01007918","Sheffield 071C","E05010865","Dore and Totley",NA,"E08000019","Sheffield",7763,"Sheffield 071C"
"E01007919","Sheffield 069C","E05010857","Beauchief and Greenhill",NA,"E08000019","Sheffield",7764,"Sheffield 069C"
"E01007920","Sheffield 068A","E05010865","Dore and Totley",NA,"E08000019","Sheffield",7765,"Sheffield 068A"
"E01007921","Sheffield 068B","E05010865","Dore and Totley",NA,"E08000019","Sheffield",7766,"Sheffield 068B"
"E01007922","Sheffield 071D","E05010865","Dore and Totley",NA,"E08000019","Sheffield",7767,"Sheffield 071D"
"E01007923","Sheffield 068C","E05010865","Dore and Totley",NA,"E08000019","Sheffield",7768,"Sheffield 068C"
"E01007924","Sheffield 071E","E05010865","Dore and Totley",NA,"E08000019","Sheffield",7769,"Sheffield 071E"
"E01007925","Sheffield 068D","E05010865","Dore and Totley",NA,"E08000019","Sheffield",7770,"Sheffield 068D"
"E01007926","Sheffield 068E","E05010865","Dore and Totley",NA,"E08000019","Sheffield",7771,"Sheffield 068E"
"E01007927","Sheffield 055A","E05010865","Dore and Totley",NA,"E08000019","Sheffield",7772,"Sheffield 055A"
"E01007928","Sheffield 055B","E05010867","Ecclesall",NA,"E08000019","Sheffield",7773,"Sheffield 055B"
"E01007929","Sheffield 055C","E05010867","Ecclesall",NA,"E08000019","Sheffield",7774,"Sheffield 055C"
"E01007930","Sheffield 055D","E05010867","Ecclesall",NA,"E08000019","Sheffield",7775,"Sheffield 055D"
"E01007931","Sheffield 047A","E05010867","Ecclesall",NA,"E08000019","Sheffield",7776,"Sheffield 047A"
"E01007932","Sheffield 055E","E05010867","Ecclesall",NA,"E08000019","Sheffield",7777,"Sheffield 055E"
"E01007933","Sheffield 068F","E05010865","Dore and Totley",NA,"E08000019","Sheffield",7778,"Sheffield 068F"
"E01007934","Sheffield 047B","E05010867","Ecclesall",NA,"E08000019","Sheffield",7779,"Sheffield 047B"
"E01007935","Sheffield 047C","E05010867","Ecclesall",NA,"E08000019","Sheffield",7780,"Sheffield 047C"
"E01007936","Sheffield 047D","E05010867","Ecclesall",NA,"E08000019","Sheffield",7781,"Sheffield 047D"
"E01007937","Sheffield 047E","E05010867","Ecclesall",NA,"E08000019","Sheffield",7782,"Sheffield 047E"
"E01007938","Sheffield 047F","E05010867","Ecclesall",NA,"E08000019","Sheffield",7783,"Sheffield 047F"
"E01007939","Sheffield 055F","E05010867","Ecclesall",NA,"E08000019","Sheffield",7784,"Sheffield 055F"
"E01007940","Sheffield 022E","E05010861","Burngreave",NA,"E08000019","Sheffield",7785,"Sheffield 022E"
"E01007941","Sheffield 015A","E05010868","Firth Park",NA,"E08000019","Sheffield",7786,"Sheffield 015A"
"E01007942","Sheffield 020D","E05010861","Burngreave",NA,"E08000019","Sheffield",7787,"Sheffield 020D"
"E01007943","Sheffield 019C","E05010861","Burngreave",NA,"E08000019","Sheffield",7788,"Sheffield 019C"
"E01007944","Sheffield 022F","E05010861","Burngreave",NA,"E08000019","Sheffield",7789,"Sheffield 022F"
"E01007945","Sheffield 015B","E05010868","Firth Park",NA,"E08000019","Sheffield",7790,"Sheffield 015B"
"E01007946","Sheffield 015C","E05010868","Firth Park",NA,"E08000019","Sheffield",7791,"Sheffield 015C"
"E01007947","Sheffield 013C","E05010868","Firth Park",NA,"E08000019","Sheffield",7792,"Sheffield 013C"
"E01007948","Sheffield 013D","E05010868","Firth Park",NA,"E08000019","Sheffield",7793,"Sheffield 013D"
"E01007949","Sheffield 020E","E05010861","Burngreave",NA,"E08000019","Sheffield",7794,"Sheffield 020E"
"E01007950","Sheffield 015D","E05010868","Firth Park",NA,"E08000019","Sheffield",7795,"Sheffield 015D"
"E01007951","Sheffield 029A","E05010863","Crookes and Crosspool",NA,"E08000019","Sheffield",7796,"Sheffield 029A"
"E01007952","Sheffield 033A","E05010863","Crookes and Crosspool",NA,"E08000019","Sheffield",7797,"Sheffield 033A"
"E01007953","Sheffield 033B","E05010863","Crookes and Crosspool",NA,"E08000019","Sheffield",7798,"Sheffield 033B"
"E01007954","Sheffield 033C","E05010863","Crookes and Crosspool",NA,"E08000019","Sheffield",7799,"Sheffield 033C"
"E01007955","Sheffield 041A","E05010869","Fulwood",NA,"E08000019","Sheffield",7800,"Sheffield 041A"
"E01007956","Sheffield 041B","E05010869","Fulwood",NA,"E08000019","Sheffield",7851,"Sheffield 041B"
"E01007957","Sheffield 041C","E05010869","Fulwood",NA,"E08000019","Sheffield",7852,"Sheffield 041C"
"E01007958","Sheffield 041D","E05010869","Fulwood",NA,"E08000019","Sheffield",7853,"Sheffield 041D"
"E01007959","Sheffield 041E","E05010869","Fulwood",NA,"E08000019","Sheffield",7854,"Sheffield 041E"
"E01007960","Sheffield 029B","E05010863","Crookes and Crosspool",NA,"E08000019","Sheffield",7855,"Sheffield 029B"
"E01007961","Sheffield 033D","E05010863","Crookes and Crosspool",NA,"E08000019","Sheffield",7856,"Sheffield 033D"
"E01007962","Sheffield 029C","E05010863","Crookes and Crosspool",NA,"E08000019","Sheffield",7857,"Sheffield 029C"
"E01007963","Sheffield 045A","E05010877","Richmond",NA,"E08000019","Sheffield",7858,"Sheffield 045A"
"E01007964","Sheffield 049A","E05010884","Woodhouse",NA,"E08000019","Sheffield",7859,"Sheffield 049A"
"E01007965","Sheffield 044A","E05010884","Woodhouse",NA,"E08000019","Sheffield",7860,"Sheffield 044A"
"E01007966","Sheffield 049B","E05010884","Woodhouse",NA,"E08000019","Sheffield",7861,"Sheffield 049B"
"E01007967","Sheffield 045B","E05010877","Richmond",NA,"E08000019","Sheffield",7862,"Sheffield 045B"
"E01007968","Sheffield 049C","E05010884","Woodhouse",NA,"E08000019","Sheffield",7863,"Sheffield 049C"
"E01007969","Sheffield 044B","E05010884","Woodhouse",NA,"E08000019","Sheffield",7864,"Sheffield 044B"
"E01007970","Sheffield 049D","E05010884","Woodhouse",NA,"E08000019","Sheffield",7865,"Sheffield 049D"
"E01007971","Sheffield 037C","E05010884","Woodhouse",NA,"E08000019","Sheffield",7866,"Sheffield 037C"
"E01007972","Sheffield 044C","E05010884","Woodhouse",NA,"E08000019","Sheffield",7867,"Sheffield 044C"
"E01007973","Sheffield 037D","E05010877","Richmond",NA,"E08000019","Sheffield",7868,"Sheffield 037D"
"E01007974","Sheffield 044D","E05010884","Woodhouse",NA,"E08000019","Sheffield",7869,"Sheffield 044D"
"E01007975","Sheffield 051A","E05010870","Gleadless Valley",NA,"E08000019","Sheffield",7870,"Sheffield 051A"
"E01007976","Sheffield 051B","E05010870","Gleadless Valley",NA,"E08000019","Sheffield",7871,"Sheffield 051B"
"E01007977","Sheffield 051C","E05010870","Gleadless Valley",NA,"E08000019","Sheffield",7872,"Sheffield 051C"
"E01007978","Sheffield 053A","E05010870","Gleadless Valley",NA,"E08000019","Sheffield",7873,"Sheffield 053A"
"E01007979","Sheffield 051D","E05010870","Gleadless Valley",NA,"E08000019","Sheffield",7874,"Sheffield 051D"
"E01007980","Sheffield 053B","E05010870","Gleadless Valley",NA,"E08000019","Sheffield",7875,"Sheffield 053B"
"E01007981","Sheffield 053C","E05010870","Gleadless Valley",NA,"E08000019","Sheffield",7876,"Sheffield 053C"
"E01007982","Sheffield 054A","E05010870","Gleadless Valley",NA,"E08000019","Sheffield",7877,"Sheffield 054A"
"E01007983","Sheffield 053D","E05010870","Gleadless Valley",NA,"E08000019","Sheffield",7878,"Sheffield 053D"
"E01007984","Sheffield 064D","E05010871","Graves Park",NA,"E08000019","Sheffield",7879,"Sheffield 064D"
"E01007985","Sheffield 053E","E05010871","Graves Park",NA,"E08000019","Sheffield",7880,"Sheffield 053E"
"E01007986","Sheffield 059E","E05010871","Graves Park",NA,"E08000019","Sheffield",7881,"Sheffield 059E"
"E01007987","Sheffield 016A","E05010872","Hillsborough",NA,"E08000019","Sheffield",7882,"Sheffield 016A"
"E01007988","Sheffield 016B","E05010872","Hillsborough",NA,"E08000019","Sheffield",7883,"Sheffield 016B"
"E01007989","Sheffield 016C","E05010872","Hillsborough",NA,"E08000019","Sheffield",7884,"Sheffield 016C"
"E01007990","Sheffield 021A","E05010872","Hillsborough",NA,"E08000019","Sheffield",7885,"Sheffield 021A"
"E01007991","Sheffield 016D","E05010872","Hillsborough",NA,"E08000019","Sheffield",7886,"Sheffield 016D"
"E01007992","Sheffield 021B","E05010872","Hillsborough",NA,"E08000019","Sheffield",7887,"Sheffield 021B"
"E01007993","Sheffield 021C","E05010872","Hillsborough",NA,"E08000019","Sheffield",7888,"Sheffield 021C"
"E01007994","Sheffield 021D","E05010872","Hillsborough",NA,"E08000019","Sheffield",7889,"Sheffield 021D"
"E01007995","Sheffield 017A","E05010872","Hillsborough",NA,"E08000019","Sheffield",7890,"Sheffield 017A"
"E01007996","Sheffield 021E","E05010872","Hillsborough",NA,"E08000019","Sheffield",7891,"Sheffield 021E"
"E01007997","Sheffield 025A","E05010880","Stannington",NA,"E08000019","Sheffield",7892,"Sheffield 025A"
"E01007998","Sheffield 025B","E05010880","Stannington",NA,"E08000019","Sheffield",7893,"Sheffield 025B"
"E01007999","Sheffield 045C","E05010877","Richmond",NA,"E08000019","Sheffield",7894,"Sheffield 045C"
"E01008000","Sheffield 052A","E05010877","Richmond",NA,"E08000019","Sheffield",7895,"Sheffield 052A"
"E01008001","Sheffield 052B","E05010877","Richmond",NA,"E08000019","Sheffield",7896,"Sheffield 052B"
"E01008002","Sheffield 054B","E05010876","Park and Arbourthorne",NA,"E08000019","Sheffield",7897,"Sheffield 054B"
"E01008003","Sheffield 054C","E05010876","Park and Arbourthorne",NA,"E08000019","Sheffield",7898,"Sheffield 054C"
"E01008004","Sheffield 052C","E05010877","Richmond",NA,"E08000019","Sheffield",7899,"Sheffield 052C"
"E01008005","Sheffield 052D","E05010877","Richmond",NA,"E08000019","Sheffield",7900,"Sheffield 052D"
"E01008006","Sheffield 054D","E05010876","Park and Arbourthorne",NA,"E08000019","Sheffield",7701,"Sheffield 054D"
"E01008007","Sheffield 060A","E05010870","Gleadless Valley",NA,"E08000019","Sheffield",7702,"Sheffield 060A"
"E01008008","Sheffield 045D","E05010877","Richmond",NA,"E08000019","Sheffield",7703,"Sheffield 045D"
"E01008009","Sheffield 045E","E05010877","Richmond",NA,"E08000019","Sheffield",7704,"Sheffield 045E"
"E01008010","Sheffield 052E","E05010877","Richmond",NA,"E08000019","Sheffield",7705,"Sheffield 052E"
"E01008011","Sheffield 039A","E05010873","Manor Castle",NA,"E08000019","Sheffield",7706,"Sheffield 039A"
"E01008012","Sheffield 039B","E05010873","Manor Castle",NA,"E08000019","Sheffield",7707,"Sheffield 039B"
"E01008013","Sheffield 039C","E05010873","Manor Castle",NA,"E08000019","Sheffield",7708,"Sheffield 039C"
"E01008014","Sheffield 032E","E05010864","Darnall",NA,"E08000019","Sheffield",7709,"Sheffield 032E"
"E01008015","Sheffield 039D","E05010873","Manor Castle",NA,"E08000019","Sheffield",7710,"Sheffield 039D"
"E01008016","Sheffield 032F","E05010864","Darnall",NA,"E08000019","Sheffield",7711,"Sheffield 032F"
"E01008017","Sheffield 039E","E05010873","Manor Castle",NA,"E08000019","Sheffield",7712,"Sheffield 039E"
"E01008018","Sheffield 039F","E05010873","Manor Castle",NA,"E08000019","Sheffield",7713,"Sheffield 039F"
"E01008019","Sheffield 065A","E05010874","Mosborough",NA,"E08000019","Sheffield",7714,"Sheffield 065A"
"E01008020","Sheffield 065B","E05010874","Mosborough",NA,"E08000019","Sheffield",7715,"Sheffield 065B"
"E01008021","Sheffield 072A","E05010874","Mosborough",NA,"E08000019","Sheffield",7716,"Sheffield 072A"
"E01008022","Sheffield 065C","E05010874","Mosborough",NA,"E08000019","Sheffield",7717,"Sheffield 065C"
"E01008023","Sheffield 072B","E05010874","Mosborough",NA,"E08000019","Sheffield",7718,"Sheffield 072B"
"E01008024","Sheffield 072C","E05010874","Mosborough",NA,"E08000019","Sheffield",7719,"Sheffield 072C"
"E01008025","Sheffield 072D","E05010874","Mosborough",NA,"E08000019","Sheffield",7720,"Sheffield 072D"
"E01008027","Sheffield 065D","E05010874","Mosborough",NA,"E08000019","Sheffield",7721,"Sheffield 065D"
"E01008028","Sheffield 056A","E05010858","Beighton",NA,"E08000019","Sheffield",7722,"Sheffield 056A"
"E01008029","Sheffield 056B","E05010858","Beighton",NA,"E08000019","Sheffield",7723,"Sheffield 056B"
"E01008030","Sheffield 063A","E05010858","Beighton",NA,"E08000019","Sheffield",7724,"Sheffield 063A"
"E01008031","Sheffield 061A","E05010858","Beighton",NA,"E08000019","Sheffield",7725,"Sheffield 061A"
"E01008032","Sheffield 056C","E05010858","Beighton",NA,"E08000019","Sheffield",7726,"Sheffield 056C"
"E01008033","Sheffield 061B","E05010858","Beighton",NA,"E08000019","Sheffield",7727,"Sheffield 061B"
"E01008034","Sheffield 056D","E05010858","Beighton",NA,"E08000019","Sheffield",7728,"Sheffield 056D"
"E01008035","Sheffield 063B","E05010858","Beighton",NA,"E08000019","Sheffield",7729,"Sheffield 063B"
"E01008036","Sheffield 063C","E05010858","Beighton",NA,"E08000019","Sheffield",7730,"Sheffield 063C"
"E01008037","Sheffield 065E","E05010874","Mosborough",NA,"E08000019","Sheffield",7731,"Sheffield 065E"
"E01008038","Sheffield 061C","E05010858","Beighton",NA,"E08000019","Sheffield",7732,"Sheffield 061C"
"E01008039","Sheffield 065F","E05010874","Mosborough",NA,"E08000019","Sheffield",7733,"Sheffield 065F"
"E01008040","Sheffield 061D","E05010858","Beighton",NA,"E08000019","Sheffield",7734,"Sheffield 061D"
"E01008041","Sheffield 063D","E05010858","Beighton",NA,"E08000019","Sheffield",7735,"Sheffield 063D"
