"LSOA11CD","LSOA11NM","WD17CD","WD17NM","WD17NMW","LAD17CD","LAD17NM","FID","LSOA name.x"
"E01001167","Croydon 028A","E05000167","Waddon",NA,"E09000008","Croydon",1149,"Croydon 028A"
"E01001842","Hackney 023D","E05009386","Victoria",NA,"E09000012","Hackney",1796,"Hackney 023D"
"E01003728","Redbridge 032A","E05000507","Loxford",NA,"E09000026","Redbridge",3837,"Redbridge 032A"
"E01005473","Rochdale 010B","E05000748","Milkstone and Deeplish",NA,"E08000005","Rochdale",5427,"Rochdale 010B"
"E01005693","Salford 009D","E05000772","Swinton North",NA,"E08000006","Salford",5583,"Salford 009D"
"E01005908","Stockport 017D","E05000794","Marple North",NA,"E08000007","Stockport",5900,"Stockport 017D"
"E01005966","Tameside 019D","E05000803","Audenshaw",NA,"E08000008","Tameside",5907,"Tameside 019D"
"E01006110","Trafford 001B","E05000825","Clifford",NA,"E08000009","Trafford",5852,"Trafford 001B"
"E01006320","Wigan 003F","E05000858","Shevington with Lower Ground",NA,"E08000010","Wigan",6360,"Wigan 003F"
"E01007317","Barnsley 018A","E05000994","Stairfoot",NA,"E08000016","Barnsley",7175,"Barnsley 018A"
"E01007318","Barnsley 018B","E05000994","Stairfoot",NA,"E08000016","Barnsley",7176,"Barnsley 018B"
"E01007319","Barnsley 015A","E05000994","Stairfoot",NA,"E08000016","Barnsley",7177,"Barnsley 015A"
"E01007320","Barnsley 018C","E05000994","Stairfoot",NA,"E08000016","Barnsley",7178,"Barnsley 018C"
"E01007321","Barnsley 015B","E05000994","Stairfoot",NA,"E08000016","Barnsley",7179,"Barnsley 015B"
"E01007322","Barnsley 015C","E05000994","Stairfoot",NA,"E08000016","Barnsley",7180,"Barnsley 015C"
"E01007323","Barnsley 007A","E05000993","St Helens",NA,"E08000016","Barnsley",7181,"Barnsley 007A"
"E01007324","Barnsley 007B","E05000993","St Helens",NA,"E08000016","Barnsley",7182,"Barnsley 007B"
"E01007325","Barnsley 007C","E05000993","St Helens",NA,"E08000016","Barnsley",7183,"Barnsley 007C"
"E01007326","Barnsley 007D","E05000993","St Helens",NA,"E08000016","Barnsley",7184,"Barnsley 007D"
"E01007327","Barnsley 007E","E05000993","St Helens",NA,"E08000016","Barnsley",7185,"Barnsley 007E"
"E01007328","Barnsley 006A","E05000987","North East",NA,"E08000016","Barnsley",7186,"Barnsley 006A"
"E01007329","Barnsley 003A","E05000987","North East",NA,"E08000016","Barnsley",7187,"Barnsley 003A"
"E01007330","Barnsley 006B","E05000987","North East",NA,"E08000016","Barnsley",7188,"Barnsley 006B"
"E01007331","Barnsley 003B","E05000987","North East",NA,"E08000016","Barnsley",7189,"Barnsley 003B"
"E01007332","Barnsley 006C","E05000987","North East",NA,"E08000016","Barnsley",7190,"Barnsley 006C"
"E01007333","Barnsley 006D","E05000987","North East",NA,"E08000016","Barnsley",7191,"Barnsley 006D"
"E01007334","Barnsley 009A","E05000976","Central",NA,"E08000016","Barnsley",7192,"Barnsley 009A"
"E01007335","Barnsley 009B","E05000976","Central",NA,"E08000016","Barnsley",7193,"Barnsley 009B"
"E01007336","Barnsley 013A","E05000976","Central",NA,"E08000016","Barnsley",7194,"Barnsley 013A"
"E01007337","Barnsley 015D","E05000976","Central",NA,"E08000016","Barnsley",7195,"Barnsley 015D"
"E01007338","Barnsley 017A","E05000976","Central",NA,"E08000016","Barnsley",7196,"Barnsley 017A"
"E01007339","Barnsley 017B","E05000976","Central",NA,"E08000016","Barnsley",7197,"Barnsley 017B"
"E01007340","Barnsley 013B","E05000985","Kingstone",NA,"E08000016","Barnsley",7198,"Barnsley 013B"
"E01007341","Barnsley 008A","E05000977","Cudworth",NA,"E08000016","Barnsley",7199,"Barnsley 008A"
"E01007342","Barnsley 003C","E05000977","Cudworth",NA,"E08000016","Barnsley",7200,"Barnsley 003C"
"E01007343","Barnsley 003D","E05000977","Cudworth",NA,"E08000016","Barnsley",7101,"Barnsley 003D"
"E01007344","Barnsley 011A","E05000977","Cudworth",NA,"E08000016","Barnsley",7102,"Barnsley 011A"
"E01007345","Barnsley 008B","E05000977","Cudworth",NA,"E08000016","Barnsley",7103,"Barnsley 008B"
"E01007346","Barnsley 008C","E05000977","Cudworth",NA,"E08000016","Barnsley",7104,"Barnsley 008C"
"E01007347","Barnsley 008D","E05000977","Cudworth",NA,"E08000016","Barnsley",7105,"Barnsley 008D"
"E01007348","Barnsley 020A","E05000978","Darfield",NA,"E08000016","Barnsley",7106,"Barnsley 020A"
"E01007349","Barnsley 020B","E05000987","North East",NA,"E08000016","Barnsley",7107,"Barnsley 020B"
"E01007350","Barnsley 020C","E05000978","Darfield",NA,"E08000016","Barnsley",7108,"Barnsley 020C"
"E01007351","Barnsley 020D","E05000978","Darfield",NA,"E08000016","Barnsley",7109,"Barnsley 020D"
"E01007352","Barnsley 020E","E05000978","Darfield",NA,"E08000016","Barnsley",7110,"Barnsley 020E"
"E01007353","Barnsley 020F","E05000978","Darfield",NA,"E08000016","Barnsley",7111,"Barnsley 020F"
"E01007354","Barnsley 020G","E05000987","North East",NA,"E08000016","Barnsley",7112,"Barnsley 020G"
"E01007355","Barnsley 005A","E05000979","Darton East",NA,"E08000016","Barnsley",7113,"Barnsley 005A"
"E01007356","Barnsley 004A","E05000979","Darton East",NA,"E08000016","Barnsley",7114,"Barnsley 004A"
"E01007357","Barnsley 004B","E05000979","Darton East",NA,"E08000016","Barnsley",7115,"Barnsley 004B"
"E01007358","Barnsley 005B","E05000979","Darton East",NA,"E08000016","Barnsley",7116,"Barnsley 005B"
"E01007359","Barnsley 005C","E05000980","Darton West",NA,"E08000016","Barnsley",7117,"Barnsley 005C"
"E01007360","Barnsley 005D","E05000980","Darton West",NA,"E08000016","Barnsley",7118,"Barnsley 005D"
"E01007361","Barnsley 004C","E05000979","Darton East",NA,"E08000016","Barnsley",7119,"Barnsley 004C"
"E01007362","Barnsley 004D","E05000979","Darton East",NA,"E08000016","Barnsley",7120,"Barnsley 004D"
"E01007363","Barnsley 004E","E05000979","Darton East",NA,"E08000016","Barnsley",7121,"Barnsley 004E"
"E01007364","Barnsley 025A","E05000982","Dearne South",NA,"E08000016","Barnsley",7122,"Barnsley 025A"
"E01007365","Barnsley 025B","E05000982","Dearne South",NA,"E08000016","Barnsley",7123,"Barnsley 025B"
"E01007366","Barnsley 025C","E05000982","Dearne South",NA,"E08000016","Barnsley",7124,"Barnsley 025C"
"E01007367","Barnsley 025D","E05000982","Dearne South",NA,"E08000016","Barnsley",7125,"Barnsley 025D"
"E01007368","Barnsley 025E","E05000982","Dearne South",NA,"E08000016","Barnsley",7126,"Barnsley 025E"
"E01007369","Barnsley 022A","E05000981","Dearne North",NA,"E08000016","Barnsley",7127,"Barnsley 022A"
"E01007370","Barnsley 022B","E05000982","Dearne South",NA,"E08000016","Barnsley",7128,"Barnsley 022B"
"E01007371","Barnsley 022C","E05000982","Dearne South",NA,"E08000016","Barnsley",7129,"Barnsley 022C"
"E01007372","Barnsley 014A","E05000981","Dearne North",NA,"E08000016","Barnsley",7130,"Barnsley 014A"
"E01007373","Barnsley 014B","E05000981","Dearne North",NA,"E08000016","Barnsley",7131,"Barnsley 014B"
"E01007374","Barnsley 014C","E05000981","Dearne North",NA,"E08000016","Barnsley",7132,"Barnsley 014C"
"E01007375","Barnsley 014D","E05000981","Dearne North",NA,"E08000016","Barnsley",7133,"Barnsley 014D"
"E01007376","Barnsley 022D","E05000981","Dearne North",NA,"E08000016","Barnsley",7134,"Barnsley 022D"
"E01007377","Barnsley 014E","E05000981","Dearne North",NA,"E08000016","Barnsley",7135,"Barnsley 014E"
"E01007378","Barnsley 014F","E05000981","Dearne North",NA,"E08000016","Barnsley",7136,"Barnsley 014F"
"E01007379","Barnsley 012A","E05000983","Dodworth",NA,"E08000016","Barnsley",7137,"Barnsley 012A"
"E01007380","Barnsley 012B","E05000980","Darton West",NA,"E08000016","Barnsley",7138,"Barnsley 012B"
"E01007381","Barnsley 012C","E05000980","Darton West",NA,"E08000016","Barnsley",7139,"Barnsley 012C"
"E01007382","Barnsley 019A","E05000983","Dodworth",NA,"E08000016","Barnsley",7140,"Barnsley 019A"
"E01007383","Barnsley 019B","E05000983","Dodworth",NA,"E08000016","Barnsley",7141,"Barnsley 019B"
"E01007384","Barnsley 019C","E05000983","Dodworth",NA,"E08000016","Barnsley",7142,"Barnsley 019C"
"E01007385","Barnsley 019D","E05000983","Dodworth",NA,"E08000016","Barnsley",7143,"Barnsley 019D"
"E01007386","Barnsley 005E","E05000980","Darton West",NA,"E08000016","Barnsley",7144,"Barnsley 005E"
"E01007387","Barnsley 012D","E05000980","Darton West",NA,"E08000016","Barnsley",7145,"Barnsley 012D"
"E01007388","Barnsley 029A","E05000984","Hoyland Milton",NA,"E08000016","Barnsley",7146,"Barnsley 029A"
"E01007389","Barnsley 030A","E05000984","Hoyland Milton",NA,"E08000016","Barnsley",7147,"Barnsley 030A"
"E01007390","Barnsley 030B","E05000991","Rockingham",NA,"E08000016","Barnsley",7148,"Barnsley 030B"
"E01007391","Barnsley 030C","E05000991","Rockingham",NA,"E08000016","Barnsley",7149,"Barnsley 030C"
"E01007392","Barnsley 030D","E05000984","Hoyland Milton",NA,"E08000016","Barnsley",7150,"Barnsley 030D"
"E01007393","Barnsley 029B","E05000984","Hoyland Milton",NA,"E08000016","Barnsley",7252,"Barnsley 029B"
"E01007394","Barnsley 029C","E05000984","Hoyland Milton",NA,"E08000016","Barnsley",7261,"Barnsley 029C"
"E01007395","Barnsley 030E","E05000991","Rockingham",NA,"E08000016","Barnsley",7267,"Barnsley 030E"
"E01007396","Barnsley 028A","E05000991","Rockingham",NA,"E08000016","Barnsley",7272,"Barnsley 028A"
"E01007397","Barnsley 028B","E05000991","Rockingham",NA,"E08000016","Barnsley",7275,"Barnsley 028B"
"E01007398","Barnsley 028C","E05000991","Rockingham",NA,"E08000016","Barnsley",7279,"Barnsley 028C"
"E01007399","Barnsley 028D","E05000991","Rockingham",NA,"E08000016","Barnsley",7283,"Barnsley 028D"
"E01007400","Barnsley 009C","E05000986","Monk Bretton",NA,"E08000016","Barnsley",7289,"Barnsley 009C"
"E01007402","Barnsley 011B","E05000986","Monk Bretton",NA,"E08000016","Barnsley",7295,"Barnsley 011B"
"E01007403","Barnsley 011C","E05000986","Monk Bretton",NA,"E08000016","Barnsley",7301,"Barnsley 011C"
"E01007404","Barnsley 009D","E05000986","Monk Bretton",NA,"E08000016","Barnsley",7307,"Barnsley 009D"
"E01007405","Barnsley 011D","E05000986","Monk Bretton",NA,"E08000016","Barnsley",7313,"Barnsley 011D"
"E01007406","Barnsley 009E","E05000986","Monk Bretton",NA,"E08000016","Barnsley",7319,"Barnsley 009E"
"E01007408","Barnsley 010C","E05000988","Old Town",NA,"E08000016","Barnsley",7320,"Barnsley 010C"
"E01007409","Barnsley 010D","E05000988","Old Town",NA,"E08000016","Barnsley",7321,"Barnsley 010D"
"E01007410","Barnsley 010E","E05000988","Old Town",NA,"E08000016","Barnsley",7322,"Barnsley 010E"
"E01007411","Barnsley 007F","E05000993","St Helens",NA,"E08000016","Barnsley",7323,"Barnsley 007F"
"E01007413","Barnsley 017C","E05000985","Kingstone",NA,"E08000016","Barnsley",7324,"Barnsley 017C"
"E01007414","Barnsley 017D","E05000985","Kingstone",NA,"E08000016","Barnsley",7325,"Barnsley 017D"
"E01007415","Barnsley 013C","E05000985","Kingstone",NA,"E08000016","Barnsley",7326,"Barnsley 013C"
"E01007416","Barnsley 018D","E05000994","Stairfoot",NA,"E08000016","Barnsley",7327,"Barnsley 018D"
"E01007417","Barnsley 013D","E05000985","Kingstone",NA,"E08000016","Barnsley",7328,"Barnsley 013D"
"E01007418","Barnsley 016A","E05000989","Penistone East",NA,"E08000016","Barnsley",7329,"Barnsley 016A"
"E01007419","Barnsley 016B","E05000989","Penistone East",NA,"E08000016","Barnsley",7330,"Barnsley 016B"
"E01007420","Barnsley 016C","E05000989","Penistone East",NA,"E08000016","Barnsley",7331,"Barnsley 016C"
"E01007421","Barnsley 027A","E05000989","Penistone East",NA,"E08000016","Barnsley",7332,"Barnsley 027A"
"E01007422","Barnsley 027B","E05000989","Penistone East",NA,"E08000016","Barnsley",7333,"Barnsley 027B"
"E01007423","Barnsley 027C","E05000989","Penistone East",NA,"E08000016","Barnsley",7334,"Barnsley 027C"
"E01007424","Barnsley 028E","E05000989","Penistone East",NA,"E08000016","Barnsley",7335,"Barnsley 028E"
"E01007425","Barnsley 016D","E05000989","Penistone East",NA,"E08000016","Barnsley",7336,"Barnsley 016D"
"E01007426","Barnsley 027D","E05000990","Penistone West",NA,"E08000016","Barnsley",7337,"Barnsley 027D"
"E01007427","Barnsley 024A","E05000990","Penistone West",NA,"E08000016","Barnsley",7338,"Barnsley 024A"
"E01007428","Barnsley 024B","E05000990","Penistone West",NA,"E08000016","Barnsley",7339,"Barnsley 024B"
"E01007429","Barnsley 024C","E05000990","Penistone West",NA,"E08000016","Barnsley",7340,"Barnsley 024C"
"E01007430","Barnsley 024D","E05000990","Penistone West",NA,"E08000016","Barnsley",7341,"Barnsley 024D"
"E01007431","Barnsley 024E","E05000990","Penistone West",NA,"E08000016","Barnsley",7342,"Barnsley 024E"
"E01007432","Barnsley 024F","E05000990","Penistone West",NA,"E08000016","Barnsley",7343,"Barnsley 024F"
"E01007433","Barnsley 002A","E05000992","Royston",NA,"E08000016","Barnsley",7344,"Barnsley 002A"
"E01007434","Barnsley 001A","E05000992","Royston",NA,"E08000016","Barnsley",7345,"Barnsley 001A"
"E01007435","Barnsley 001B","E05000992","Royston",NA,"E08000016","Barnsley",7346,"Barnsley 001B"
"E01007436","Barnsley 002B","E05000992","Royston",NA,"E08000016","Barnsley",7347,"Barnsley 002B"
"E01007437","Barnsley 002C","E05000986","Monk Bretton",NA,"E08000016","Barnsley",7348,"Barnsley 002C"
"E01007438","Barnsley 001C","E05000992","Royston",NA,"E08000016","Barnsley",7349,"Barnsley 001C"
"E01007439","Barnsley 001D","E05000992","Royston",NA,"E08000016","Barnsley",7350,"Barnsley 001D"
"E01007440","Barnsley 002D","E05000992","Royston",NA,"E08000016","Barnsley",7351,"Barnsley 002D"
"E01007441","Barnsley 013E","E05000988","Old Town",NA,"E08000016","Barnsley",7352,"Barnsley 013E"
"E01007442","Barnsley 012E","E05000983","Dodworth",NA,"E08000016","Barnsley",7353,"Barnsley 012E"
"E01007443","Barnsley 013F","E05000985","Kingstone",NA,"E08000016","Barnsley",7354,"Barnsley 013F"
"E01007444","Barnsley 012F","E05000983","Dodworth",NA,"E08000016","Barnsley",7355,"Barnsley 012F"
"E01007445","Barnsley 013G","E05000985","Kingstone",NA,"E08000016","Barnsley",7356,"Barnsley 013G"
"E01007446","Barnsley 012G","E05000988","Old Town",NA,"E08000016","Barnsley",7368,"Barnsley 012G"
"E01007447","Barnsley 023A","E05000995","Wombwell",NA,"E08000016","Barnsley",7407,"Barnsley 023A"
"E01007448","Barnsley 023B","E05000995","Wombwell",NA,"E08000016","Barnsley",7412,"Barnsley 023B"
"E01007449","Barnsley 023C","E05000978","Darfield",NA,"E08000016","Barnsley",7417,"Barnsley 023C"
"E01007450","Barnsley 023D","E05000994","Stairfoot",NA,"E08000016","Barnsley",7459,"Barnsley 023D"
"E01007451","Barnsley 026A","E05000995","Wombwell",NA,"E08000016","Barnsley",7463,"Barnsley 026A"
"E01007452","Barnsley 026B","E05000995","Wombwell",NA,"E08000016","Barnsley",7499,"Barnsley 026B"
"E01007453","Barnsley 026C","E05000995","Wombwell",NA,"E08000016","Barnsley",7501,"Barnsley 026C"
"E01007455","Barnsley 026E","E05000995","Wombwell",NA,"E08000016","Barnsley",7504,"Barnsley 026E"
"E01007456","Barnsley 029D","E05000984","Hoyland Milton",NA,"E08000016","Barnsley",7507,"Barnsley 029D"
"E01007457","Barnsley 029E","E05000984","Hoyland Milton",NA,"E08000016","Barnsley",7510,"Barnsley 029E"
"E01007458","Barnsley 021A","E05000996","Worsbrough",NA,"E08000016","Barnsley",7511,"Barnsley 021A"
"E01007459","Barnsley 021B","E05000996","Worsbrough",NA,"E08000016","Barnsley",7512,"Barnsley 021B"
"E01007460","Barnsley 021C","E05000996","Worsbrough",NA,"E08000016","Barnsley",7513,"Barnsley 021C"
"E01007461","Barnsley 021D","E05000996","Worsbrough",NA,"E08000016","Barnsley",7514,"Barnsley 021D"
"E01007462","Barnsley 021E","E05000996","Worsbrough",NA,"E08000016","Barnsley",7515,"Barnsley 021E"
"E01007463","Barnsley 021F","E05000996","Worsbrough",NA,"E08000016","Barnsley",7516,"Barnsley 021F"
"E01007464","Doncaster 009A","E05010728","Adwick le Street & Carcroft",NA,"E08000017","Doncaster",7517,"Doncaster 009A"
"E01007465","Doncaster 009B","E05010728","Adwick le Street & Carcroft",NA,"E08000017","Doncaster",7518,"Doncaster 009B"
"E01007466","Doncaster 009C","E05010728","Adwick le Street & Carcroft",NA,"E08000017","Doncaster",7519,"Doncaster 009C"
"E01007467","Doncaster 009D","E05010728","Adwick le Street & Carcroft",NA,"E08000017","Doncaster",7520,"Doncaster 009D"
"E01007468","Doncaster 005A","E05010740","Norton & Askern",NA,"E08000017","Doncaster",7521,"Doncaster 005A"
"E01007469","Doncaster 005B","E05010740","Norton & Askern",NA,"E08000017","Doncaster",7522,"Doncaster 005B"
"E01007470","Doncaster 005C","E05010728","Adwick le Street & Carcroft",NA,"E08000017","Doncaster",7523,"Doncaster 005C"
"E01007471","Doncaster 009E","E05010728","Adwick le Street & Carcroft",NA,"E08000017","Doncaster",7524,"Doncaster 009E"
"E01007472","Doncaster 005D","E05010728","Adwick le Street & Carcroft",NA,"E08000017","Doncaster",7525,"Doncaster 005D"
"E01007473","Doncaster 005E","E05010728","Adwick le Street & Carcroft",NA,"E08000017","Doncaster",7526,"Doncaster 005E"
"E01007474","Doncaster 005F","E05010728","Adwick le Street & Carcroft",NA,"E08000017","Doncaster",7527,"Doncaster 005F"
"E01007475","Doncaster 011A","E05010734","Edenthorpe & Kirk Sandall",NA,"E08000017","Doncaster",7528,"Doncaster 011A"
"E01007476","Doncaster 011B","E05010734","Edenthorpe & Kirk Sandall",NA,"E08000017","Doncaster",7529,"Doncaster 011B"
"E01007477","Doncaster 011C","E05010734","Edenthorpe & Kirk Sandall",NA,"E08000017","Doncaster",7530,"Doncaster 011C"
"E01007478","Doncaster 011D","E05010729","Armthorpe",NA,"E08000017","Doncaster",7531,"Doncaster 011D"
"E01007479","Doncaster 014A","E05010729","Armthorpe",NA,"E08000017","Doncaster",7532,"Doncaster 014A"
"E01007480","Doncaster 014B","E05010729","Armthorpe",NA,"E08000017","Doncaster",7533,"Doncaster 014B"
"E01007482","Doncaster 014D","E05010729","Armthorpe",NA,"E08000017","Doncaster",7534,"Doncaster 014D"
"E01007483","Doncaster 017A","E05010729","Armthorpe",NA,"E08000017","Doncaster",7535,"Doncaster 017A"
"E01007484","Doncaster 017B","E05010729","Armthorpe",NA,"E08000017","Doncaster",7536,"Doncaster 017B"
"E01007485","Doncaster 017C","E05010729","Armthorpe",NA,"E08000017","Doncaster",7537,"Doncaster 017C"
"E01007486","Doncaster 017D","E05010729","Armthorpe",NA,"E08000017","Doncaster",7538,"Doncaster 017D"
"E01007487","Doncaster 002A","E05010740","Norton & Askern",NA,"E08000017","Doncaster",7539,"Doncaster 002A"
"E01007488","Doncaster 002B","E05010740","Norton & Askern",NA,"E08000017","Doncaster",7540,"Doncaster 002B"
"E01007489","Doncaster 002C","E05010740","Norton & Askern",NA,"E08000017","Doncaster",7541,"Doncaster 002C"
"E01007490","Doncaster 002D","E05010740","Norton & Askern",NA,"E08000017","Doncaster",7542,"Doncaster 002D"
"E01007491","Doncaster 002E","E05010740","Norton & Askern",NA,"E08000017","Doncaster",7543,"Doncaster 002E"
"E01007492","Doncaster 002F","E05010740","Norton & Askern",NA,"E08000017","Doncaster",7544,"Doncaster 002F"
"E01007493","Doncaster 002G","E05010740","Norton & Askern",NA,"E08000017","Doncaster",7545,"Doncaster 002G"
"E01007494","Doncaster 023A","E05010738","Hexthorpe & Balby North",NA,"E08000017","Doncaster",7546,"Doncaster 023A"
"E01007495","Doncaster 028A","E05010730","Balby South",NA,"E08000017","Doncaster",7547,"Doncaster 028A"
"E01007496","Doncaster 029A","E05010738","Hexthorpe & Balby North",NA,"E08000017","Doncaster",7548,"Doncaster 029A"
"E01007497","Doncaster 029B","E05010738","Hexthorpe & Balby North",NA,"E08000017","Doncaster",7549,"Doncaster 029B"
"E01007498","Doncaster 029C","E05010730","Balby South",NA,"E08000017","Doncaster",7201,"Doncaster 029C"
"E01007499","Doncaster 029D","E05010730","Balby South",NA,"E08000017","Doncaster",7202,"Doncaster 029D"
"E01007500","Doncaster 028B","E05010730","Balby South",NA,"E08000017","Doncaster",7203,"Doncaster 028B"
"E01007501","Doncaster 029E","E05010730","Balby South",NA,"E08000017","Doncaster",7204,"Doncaster 029E"
"E01007502","Doncaster 028C","E05010746","Tickhill & Wadsworth",NA,"E08000017","Doncaster",7205,"Doncaster 028C"
"E01007503","Doncaster 029F","E05010730","Balby South",NA,"E08000017","Doncaster",7206,"Doncaster 029F"
"E01007504","Doncaster 009F","E05010728","Adwick le Street & Carcroft",NA,"E08000017","Doncaster",7207,"Doncaster 009F"
"E01007505","Doncaster 013A","E05010731","Bentley",NA,"E08000017","Doncaster",7208,"Doncaster 013A"
"E01007506","Doncaster 010A","E05010731","Bentley",NA,"E08000017","Doncaster",7209,"Doncaster 010A"
"E01007507","Doncaster 009G","E05010728","Adwick le Street & Carcroft",NA,"E08000017","Doncaster",7210,"Doncaster 009G"
"E01007508","Doncaster 010B","E05010731","Bentley",NA,"E08000017","Doncaster",7211,"Doncaster 010B"
"E01007509","Doncaster 010C","E05010731","Bentley",NA,"E08000017","Doncaster",7212,"Doncaster 010C"
"E01007510","Doncaster 010D","E05010731","Bentley",NA,"E08000017","Doncaster",7213,"Doncaster 010D"
"E01007511","Doncaster 010E","E05010731","Bentley",NA,"E08000017","Doncaster",7214,"Doncaster 010E"
"E01007512","Doncaster 012A","E05010731","Bentley",NA,"E08000017","Doncaster",7215,"Doncaster 012A"
"E01007513","Doncaster 012B","E05010731","Bentley",NA,"E08000017","Doncaster",7216,"Doncaster 012B"
"E01007514","Doncaster 013B","E05010731","Bentley",NA,"E08000017","Doncaster",7217,"Doncaster 013B"
"E01007515","Doncaster 012C","E05010741","Roman Ridge",NA,"E08000017","Doncaster",7218,"Doncaster 012C"
"E01007516","Doncaster 013C","E05010731","Bentley",NA,"E08000017","Doncaster",7219,"Doncaster 013C"
"E01007517","Doncaster 013D","E05010731","Bentley",NA,"E08000017","Doncaster",7220,"Doncaster 013D"
"E01007518","Doncaster 012D","E05010741","Roman Ridge",NA,"E08000017","Doncaster",7221,"Doncaster 012D"
"E01007519","Doncaster 012E","E05010741","Roman Ridge",NA,"E08000017","Doncaster",7222,"Doncaster 012E"
"E01007520","Doncaster 027A","E05010732","Bessacarr",NA,"E08000017","Doncaster",7223,"Doncaster 027A"
"E01007521","Doncaster 025A","E05010732","Bessacarr",NA,"E08000017","Doncaster",7224,"Doncaster 025A"
"E01007522","Doncaster 024A","E05010732","Bessacarr",NA,"E08000017","Doncaster",7225,"Doncaster 024A"
"E01007523","Doncaster 025B","E05010732","Bessacarr",NA,"E08000017","Doncaster",7226,"Doncaster 025B"
"E01007524","Doncaster 025C","E05010732","Bessacarr",NA,"E08000017","Doncaster",7227,"Doncaster 025C"
"E01007525","Doncaster 024B","E05010732","Bessacarr",NA,"E08000017","Doncaster",7228,"Doncaster 024B"
"E01007526","Doncaster 025D","E05010732","Bessacarr",NA,"E08000017","Doncaster",7229,"Doncaster 025D"
"E01007527","Doncaster 027B","E05010732","Bessacarr",NA,"E08000017","Doncaster",7230,"Doncaster 027B"
"E01007528","Doncaster 024C","E05010732","Bessacarr",NA,"E08000017","Doncaster",7231,"Doncaster 024C"
"E01007529","Doncaster 022A","E05010738","Hexthorpe & Balby North",NA,"E08000017","Doncaster",7232,"Doncaster 022A"
"E01007530","Doncaster 022B","E05010747","Town",NA,"E08000017","Doncaster",7233,"Doncaster 022B"
"E01007531","Doncaster 022C","E05010738","Hexthorpe & Balby North",NA,"E08000017","Doncaster",7234,"Doncaster 022C"
"E01007532","Doncaster 023B","E05010747","Town",NA,"E08000017","Doncaster",7235,"Doncaster 023B"
"E01007533","Doncaster 023C","E05010738","Hexthorpe & Balby North",NA,"E08000017","Doncaster",7236,"Doncaster 023C"
"E01007534","Doncaster 028D","E05010738","Hexthorpe & Balby North",NA,"E08000017","Doncaster",7237,"Doncaster 028D"
"E01007535","Doncaster 023D","E05010738","Hexthorpe & Balby North",NA,"E08000017","Doncaster",7238,"Doncaster 023D"
"E01007536","Doncaster 032A","E05010733","Conisbrough",NA,"E08000017","Doncaster",7239,"Doncaster 032A"
"E01007537","Doncaster 035A","E05010733","Conisbrough",NA,"E08000017","Doncaster",7240,"Doncaster 035A"
"E01007538","Doncaster 035B","E05010733","Conisbrough",NA,"E08000017","Doncaster",7241,"Doncaster 035B"
"E01007539","Doncaster 035C","E05010733","Conisbrough",NA,"E08000017","Doncaster",7242,"Doncaster 035C"
"E01007540","Doncaster 035D","E05010733","Conisbrough",NA,"E08000017","Doncaster",7243,"Doncaster 035D"
"E01007541","Doncaster 035E","E05010733","Conisbrough",NA,"E08000017","Doncaster",7244,"Doncaster 035E"
"E01007542","Doncaster 032B","E05010733","Conisbrough",NA,"E08000017","Doncaster",7245,"Doncaster 032B"
"E01007543","Doncaster 032C","E05010733","Conisbrough",NA,"E08000017","Doncaster",7246,"Doncaster 032C"
"E01007544","Doncaster 032D","E05010733","Conisbrough",NA,"E08000017","Doncaster",7247,"Doncaster 032D"
"E01007545","Doncaster 034A","E05010735","Edlington & Warmsworth",NA,"E08000017","Doncaster",7248,"Doncaster 034A"
"E01007546","Doncaster 033A","E05010735","Edlington & Warmsworth",NA,"E08000017","Doncaster",7249,"Doncaster 033A"
"E01007547","Doncaster 034B","E05010735","Edlington & Warmsworth",NA,"E08000017","Doncaster",7250,"Doncaster 034B"
"E01007548","Doncaster 034C","E05010735","Edlington & Warmsworth",NA,"E08000017","Doncaster",7255,"Doncaster 034C"
"E01007549","Doncaster 034D","E05010735","Edlington & Warmsworth",NA,"E08000017","Doncaster",7257,"Doncaster 034D"
"E01007550","Doncaster 034E","E05010735","Edlington & Warmsworth",NA,"E08000017","Doncaster",7259,"Doncaster 034E"
"E01007551","Doncaster 033B","E05010735","Edlington & Warmsworth",NA,"E08000017","Doncaster",7263,"Doncaster 033B"
"E01007552","Doncaster 033C","E05010735","Edlington & Warmsworth",NA,"E08000017","Doncaster",7269,"Doncaster 033C"
"E01007553","Doncaster 008A","E05010737","Hatfield",NA,"E08000017","Doncaster",7277,"Doncaster 008A"
"E01007554","Doncaster 006A","E05010737","Hatfield",NA,"E08000017","Doncaster",7284,"Doncaster 006A"
"E01007555","Doncaster 006B","E05010737","Hatfield",NA,"E08000017","Doncaster",7290,"Doncaster 006B"
"E01007556","Doncaster 006C","E05010737","Hatfield",NA,"E08000017","Doncaster",7296,"Doncaster 006C"
"E01007557","Doncaster 008B","E05010737","Hatfield",NA,"E08000017","Doncaster",7302,"Doncaster 008B"
"E01007558","Doncaster 008C","E05010737","Hatfield",NA,"E08000017","Doncaster",7308,"Doncaster 008C"
"E01007559","Doncaster 008D","E05010737","Hatfield",NA,"E08000017","Doncaster",7314,"Doncaster 008D"
"E01007560","Doncaster 008E","E05010737","Hatfield",NA,"E08000017","Doncaster",7357,"Doncaster 008E"
"E01007561","Doncaster 006D","E05010737","Hatfield",NA,"E08000017","Doncaster",7360,"Doncaster 006D"
